1.71,1,1.78,2.21E-12,7.1E-13,7.1E-13,False
2.69,1.78,3.16,4.11E-12,6.1E-13,6.1E-13,False
4.13,3.16,5.62,3.79E-12,5.6E-13,5.6E-13,False
6.45,5.62,10,4.5E-12,4.2E-13,4.2E-13,False
10.84,10,117.8,4.74E-12,3.4E-13,3.4E-13,False
19.39,17.8,31.6,4.39E-12,3.4E-13,3.4E-13,False
34.59,31.6,56.2,2.29E-12,2.9E-13,2.9E-13,False
59.16,56.2,100,1.77E-12,3.1E-13,3.1E-13,False
102.4,100,177,1.5E-12,3.5E-13,3.5E-13,False
131.8,177,316,2.74E-13,nan,nan,True
